"","Auth1","Auth2"
"2513","Ayisi,N.K.","Mensah,M."
"2514","Ayisi,N.K.","Yamashita,M."
"2515","Ayisi,N.K.","Ido,E."
"2516","Ayisi,N.K.","Hayami,M."
"2517","Hishida,O.","Miura,T."
"2518","Hishida,O.","Igarashi,T."
"2519","Hishida,O.","Brandful,J."
"2520","Hishida,O.","Ampofo,W."
"2521","Hishida,O.","Netty,V.B.A."
"2522","Hishida,O.","Mensah,M."
"2523","Hishida,O.","Yamashita,M."
"2524","Hishida,O.","Ido,E."
"2525","Hishida,O.","Hayami,M."
"2526","Miura,T.","Igarashi,T."
"2527","Miura,T.","Brandful,J."
"2528","Miura,T.","Ampofo,W."
"2529","Miura,T.","Netty,V.B.A."
"2530","Miura,T.","Mensah,M."
"2531","Miura,T.","Yamashita,M."
"2532","Miura,T.","Ido,E."
"2533","Miura,T.","Hayami,M."
"2534","Igarashi,T.","Brandful,J."
"2535","Igarashi,T.","Ampofo,W."
"2536","Igarashi,T.","Netty,V.B.A."
"2537","Igarashi,T.","Mensah,M."
"2538","Igarashi,T.","Yamashita,M."
"2539","Igarashi,T.","Ido,E."
"2540","Igarashi,T.","Hayami,M."
"2541","Brandful,J.","Ampofo,W."
"2542","Brandful,J.","Netty,V.B.A."
"2543","Brandful,J.","Mensah,M."
"2544","Brandful,J.","Yamashita,M."
"2545","Brandful,J.","Ido,E."
"2546","Brandful,J.","Hayami,M."
"2547","Ampofo,W.","Netty,V.B.A."
"2548","Ampofo,W.","Mensah,M."
"2549","Ampofo,W.","Yamashita,M."
"2550","Ampofo,W.","Ido,E."
"2551","Ampofo,W.","Hayami,M."
"2552","Netty,V.B.A.","Mensah,M."
"2553","Netty,V.B.A.","Yamashita,M."
"2554","Netty,V.B.A.","Ido,E."
"2555","Netty,V.B.A.","Hayami,M."
"2556","Mensah,M.","Yamashita,M."
"2557","Mensah,M.","Ido,E."
"2558","Mensah,M.","Hayami,M."
"2559","Yamashita,M.","Ido,E."
"2560","Yamashita,M.","Hayami,M."
"2561","Ido,E.","Hayami,M."
"2562","Sokhandan,N.","Gillings,M.R."
"2563","Sokhandan,N.","Bowyer,J.W."
"2564","Gillings,M.R.","Bowyer,J.W."
"2565","Celix,A.","Almarza,N."
"2566","Celix,A.","Rodriguez-Cerezo,E."
"2567","Almarza,N.","Rodriguez-Cerezo,E."
"2568","Le,T.H.","Wu,T."
"2569","Le,T.H.","Robertson,A."
"2570","Le,T.H.","Bulach,D."
"2571","Le,T.H.","Cowan,P."
"2572","Le,T.H.","Goodge,K."
"2573","Le,T.H.","Tribe,D."
"2574","Wu,T.","Robertson,A."
"2575","Wu,T.","Bulach,D."
"2576","Wu,T.","Cowan,P."
"2577","Wu,T.","Goodge,K."
"2578","Wu,T.","Tribe,D."
"2579","Robertson,A.","Bulach,D."
"2580","Robertson,A.","Cowan,P."
"2581","Robertson,A.","Goodge,K."
"2582","Robertson,A.","Tribe,D."
"2583","Bulach,D.","Cowan,P."
"2584","Bulach,D.","Goodge,K."
"2585","Bulach,D.","Tribe,D."
"2586","Cowan,P.","Goodge,K."
"2587","Cowan,P.","Tribe,D."
"2588","Goodge,K.","Tribe,D."
"2589","Le,T.H.","Wu,T."
"2590","Le,T.H.","Robertson,A."
"2591","Le,T.H.","Bulach,D."
"2592","Le,T.H.","Cowan,P."
"2593","Le,T.H.","Goodge,K."
"2594","Le,T.H.","Tribe,D."
"2595","Wu,T.","Robertson,A."
"2596","Wu,T.","Bulach,D."
"2597","Wu,T.","Cowan,P."
"2598","Wu,T.","Goodge,K."
"2599","Wu,T.","Tribe,D."
"2600","Robertson,A.","Bulach,D."
"2601","Robertson,A.","Cowan,P."
"2602","Robertson,A.","Goodge,K."
"2603","Robertson,A.","Tribe,D."
"2604","Bulach,D.","Cowan,P."
"2605","Bulach,D.","Goodge,K."
"2606","Bulach,D.","Tribe,D."
"2607","Cowan,P.","Goodge,K."
"2608","Cowan,P.","Tribe,D."
"2609","Goodge,K.","Tribe,D."
"2610","Le,T.H.","Wu,T."
"2611","Le,T.H.","Robertson,A."
"2612","Le,T.H.","Bulach,D."
"2613","Le,T.H.","Cowan,P."
"2614","Le,T.H.","Goodge,K."
"2615","Le,T.H.","Tribe,D."
"2616","Wu,T.","Robertson,A."
"2617","Wu,T.","Bulach,D."
"2618","Wu,T.","Cowan,P."
"2619","Wu,T.","Goodge,K."
"2620","Wu,T.","Tribe,D."
"2621","Robertson,A.","Bulach,D."
"2622","Robertson,A.","Cowan,P."
"2623","Robertson,A.","Goodge,K."
"2624","Robertson,A.","Tribe,D."
"2625","Bulach,D.","Cowan,P."
"2626","Bulach,D.","Goodge,K."
"2627","Bulach,D.","Tribe,D."
"2628","Cowan,P.","Goodge,K."
"2629","Cowan,P.","Tribe,D."
"2630","Goodge,K.","Tribe,D."
"2631","Wu,T.","Tribe,D."
"2632","Tian,T.","Klaassen,V.A."
"2633","Tian,T.","Soong,J."
"2634","Tian,T.","Wisler,G."
"2635","Tian,T.","Duffus,J.E."
"2636","Tian,T.","Falk,B.W."
"2637","Klaassen,V.A.","Soong,J."
"2638","Klaassen,V.A.","Wisler,G."
"2639","Klaassen,V.A.","Duffus,J.E."
"2640","Klaassen,V.A.","Falk,B.W."
"2641","Soong,J.","Wisler,G."
"2642","Soong,J.","Duffus,J.E."
"2643","Soong,J.","Falk,B.W."
"2644","Wisler,G.","Duffus,J.E."
"2645","Wisler,G.","Falk,B.W."
"2646","Duffus,J.E.","Falk,B.W."
"2647","Chang,K.S.S.","Lin,C.I."
"2648","Chang,K.S.S.","Chen,J.H."
"2649","Chang,K.S.S.","Shih,C.H."
"2650","Chang,K.S.S.","Lin,H.C."
"2651","Chang,K.S.S.","Lin,R.Y."
"2652","Chang,K.S.S.","Twu,S.C."
"2653","Chang,K.S.S.","Salminen,M.O."
"2654","Lin,C.I.","Chen,J.H."
"2655","Lin,C.I.","Shih,C.H."
"2656","Lin,C.I.","Lin,H.C."
"2657","Lin,C.I.","Lin,R.Y."
"2658","Lin,C.I.","Twu,S.C."
"2659","Lin,C.I.","Salminen,M.O."
"2660","Chen,J.H.","Shih,C.H."
"2661","Chen,J.H.","Lin,H.C."
"2662","Chen,J.H.","Lin,R.Y."
"2663","Chen,J.H.","Twu,S.C."
"2664","Chen,J.H.","Salminen,M.O."
"2665","Shih,C.H.","Lin,H.C."
"2666","Shih,C.H.","Lin,R.Y."
"2667","Shih,C.H.","Twu,S.C."
"2668","Shih,C.H.","Salminen,M.O."
"2669","Lin,H.C.","Lin,R.Y."
"2670","Lin,H.C.","Twu,S.C."
"2671","Lin,H.C.","Salminen,M.O."
"2672","Lin,R.Y.","Twu,S.C."
"2673","Lin,R.Y.","Salminen,M.O."
"2674","Twu,S.C.","Salminen,M.O."
"2675","Chang,K.S.S.","Lin,C.I."
"2676","Chang,K.S.S.","Chen,J.H."
"2677","Chang,K.S.S.","Shih,C.H."
"2678","Chang,K.S.S.","Lin,H.C."
"2679","Chang,K.S.S.","Lin,J.Y."
"2680","Chang,K.S.S.","Twu,S.C."
"2681","Chang,K.S.S.","Salminen,M.O."
"2682","Lin,C.I.","Chen,J.H."
"2683","Lin,C.I.","Shih,C.H."
"2684","Lin,C.I.","Lin,H.C."
"2685","Lin,C.I.","Lin,J.Y."
"2686","Lin,C.I.","Twu,S.C."
"2687","Lin,C.I.","Salminen,M.O."
"2688","Chen,J.H.","Shih,C.H."
"2689","Chen,J.H.","Lin,H.C."
"2690","Chen,J.H.","Lin,J.Y."
"2691","Chen,J.H.","Twu,S.C."
"2692","Chen,J.H.","Salminen,M.O."
"2693","Shih,C.H.","Lin,H.C."
"2694","Shih,C.H.","Lin,J.Y."
"2695","Shih,C.H.","Twu,S.C."
"2696","Shih,C.H.","Salminen,M.O."
"2697","Lin,H.C.","Lin,J.Y."
"2698","Lin,H.C.","Twu,S.C."
"2699","Lin,H.C.","Salminen,M.O."
"2700","Lin,J.Y.","Twu,S.C."
"2701","Lin,J.Y.","Salminen,M.O."
"2702","Twu,S.C.","Salminen,M.O."
"2703","Chang,K.S.S.","Lin,C.I."
"2704","Chang,K.S.S.","Lo,H.W."
"2705","Chang,K.S.S.","Lin,H.C."
"2706","Chang,K.S.S.","Lin,J.Y."
"2707","Chang,K.S.S.","Twu,S.C."
"2708","Chang,K.S.S.","Salminen,M."
"2709","Lin,C.I.","Lo,H.W."
"2710","Lin,C.I.","Lin,H.C."
"2711","Lin,C.I.","Lin,J.Y."
"2712","Lin,C.I.","Twu,S.C."
"2713","Lin,C.I.","Salminen,M."
"2714","Lo,H.W.","Lin,H.C."
"2715","Lo,H.W.","Lin,J.Y."
"2716","Lo,H.W.","Twu,S.C."
"2717","Lo,H.W.","Salminen,M."
"2718","Lin,H.C.","Lin,J.Y."
"2719","Lin,H.C.","Twu,S.C."
"2720","Lin,H.C.","Salminen,M."
"2721","Lin,J.Y.","Twu,S.C."
"2722","Lin,J.Y.","Salminen,M."
"2723","Twu,S.C.","Salminen,M."
"2724","Wang,H.-L.","Hou,Y.-D."
"2725","Wang,H.-L.","Jin,D.-Y."
"2726","Hou,Y.-D.","Jin,D.-Y."
"2727","Reddick,B.B.","Law,M.D."
"2728","Reddick,B.B.","Habera,L.F."
"2729","Law,M.D.","Habera,L.F."
"2730","Berke,T.","Golding,B."
"2731","Berke,T.","Jiang,X."
"2732","Berke,T.","Cubitt,D.W."
"2733","Berke,T.","Wolfaardt,M."
"2734","Berke,T.","Smith,A.W."
"2735","Berke,T.","Matson,D.O."
"2736","Golding,B.","Jiang,X."
"2737","Golding,B.","Cubitt,D.W."
"2738","Golding,B.","Wolfaardt,M."
"2739","Golding,B.","Smith,A.W."
"2740","Golding,B.","Matson,D.O."
"2741","Jiang,X.","Cubitt,D.W."
"2742","Jiang,X.","Wolfaardt,M."
"2743","Jiang,X.","Smith,A.W."
"2744","Jiang,X.","Matson,D.O."
"2745","Cubitt,D.W.","Wolfaardt,M."
"2746","Cubitt,D.W.","Smith,A.W."
"2747","Cubitt,D.W.","Matson,D.O."
"2748","Wolfaardt,M.","Smith,A.W."
"2749","Wolfaardt,M.","Matson,D.O."
"2750","Smith,A.W.","Matson,D.O."
"2751","Pertel,P.E.","Spear,P.G."
"2752","Roye,M.E.","McLaughlin,W.A."
"2753","Roye,M.E.","Maxwell,D.P."
"2754","McLaughlin,W.A.","Maxwell,D.P."
"2755","Sivamani,E.","Qu,R."
"2756","Porter,K.R.","Mascola,J.R."
"2757","Porter,K.R.","Hupudio,H."
"2758","Porter,K.R.","Ewing,D."
"2759","Porter,K.R.","VanCott,T.C."
"2760","Porter,K.R.","Anthony,R.L."
"2761","Porter,K.R.","Corwin,A."
"2762","Porter,K.R.","Widodo,S."
"2763","Porter,K.R.","Ertono,S."
"2764","Porter,K.R.","McCutchan,F.E."
"2765","Porter,K.R.","Burke,D.S."
"2766","Porter,K.R.","Hayes,C.G."
"2767","Porter,K.R.","Wignall,F.S."
"2768","Porter,K.R.","Graham,R.R."
"2769","Mascola,J.R.","Hupudio,H."
"2770","Mascola,J.R.","Ewing,D."
"2771","Mascola,J.R.","VanCott,T.C."
"2772","Mascola,J.R.","Anthony,R.L."
"2773","Mascola,J.R.","Corwin,A."
"2774","Mascola,J.R.","Widodo,S."
"2775","Mascola,J.R.","Ertono,S."
"2776","Mascola,J.R.","McCutchan,F.E."
"2777","Mascola,J.R.","Burke,D.S."
"2778","Mascola,J.R.","Hayes,C.G."
"2779","Mascola,J.R.","Wignall,F.S."
"2780","Mascola,J.R.","Graham,R.R."
"2781","Hupudio,H.","Ewing,D."
"2782","Hupudio,H.","VanCott,T.C."
"2783","Hupudio,H.","Anthony,R.L."
"2784","Hupudio,H.","Corwin,A."
"2785","Hupudio,H.","Widodo,S."
"2786","Hupudio,H.","Ertono,S."
"2787","Hupudio,H.","McCutchan,F.E."
"2788","Hupudio,H.","Burke,D.S."
"2789","Hupudio,H.","Hayes,C.G."
"2790","Hupudio,H.","Wignall,F.S."
"2791","Hupudio,H.","Graham,R.R."
"2792","Ewing,D.","VanCott,T.C."
"2793","Ewing,D.","Anthony,R.L."
"2794","Ewing,D.","Corwin,A."
"2795","Ewing,D.","Widodo,S."
"2796","Ewing,D.","Ertono,S."
"2797","Ewing,D.","McCutchan,F.E."
"2798","Ewing,D.","Burke,D.S."
"2799","Ewing,D.","Hayes,C.G."
"2800","Ewing,D.","Wignall,F.S."
"2801","Ewing,D.","Graham,R.R."
"2802","VanCott,T.C.","Anthony,R.L."
"2803","VanCott,T.C.","Corwin,A."
"2804","VanCott,T.C.","Widodo,S."
"2805","VanCott,T.C.","Ertono,S."
"2806","VanCott,T.C.","McCutchan,F.E."
"2807","VanCott,T.C.","Burke,D.S."
"2808","VanCott,T.C.","Hayes,C.G."
"2809","VanCott,T.C.","Wignall,F.S."
"2810","VanCott,T.C.","Graham,R.R."
"2811","Anthony,R.L.","Corwin,A."
"2812","Anthony,R.L.","Widodo,S."
"2813","Anthony,R.L.","Ertono,S."
"2814","Anthony,R.L.","McCutchan,F.E."
"2815","Anthony,R.L.","Burke,D.S."
"2816","Anthony,R.L.","Hayes,C.G."
"2817","Anthony,R.L.","Wignall,F.S."
"2818","Anthony,R.L.","Graham,R.R."
"2819","Corwin,A.","Widodo,S."
"2820","Corwin,A.","Ertono,S."
"2821","Corwin,A.","McCutchan,F.E."
"2822","Corwin,A.","Burke,D.S."
"2823","Corwin,A.","Hayes,C.G."
"2824","Corwin,A.","Wignall,F.S."
"2825","Corwin,A.","Graham,R.R."
"2826","Widodo,S.","Ertono,S."
"2827","Widodo,S.","McCutchan,F.E."
"2828","Widodo,S.","Burke,D.S."
"2829","Widodo,S.","Hayes,C.G."
"2830","Widodo,S.","Wignall,F.S."
"2831","Widodo,S.","Graham,R.R."
"2832","Ertono,S.","McCutchan,F.E."
"2833","Ertono,S.","Burke,D.S."
"2834","Ertono,S.","Hayes,C.G."
"2835","Ertono,S.","Wignall,F.S."
"2836","Ertono,S.","Graham,R.R."
"2837","McCutchan,F.E.","Burke,D.S."
"2838","McCutchan,F.E.","Hayes,C.G."
"2839","McCutchan,F.E.","Wignall,F.S."
"2840","McCutchan,F.E.","Graham,R.R."
"2841","Burke,D.S.","Hayes,C.G."
"2842","Burke,D.S.","Wignall,F.S."
"2843","Burke,D.S.","Graham,R.R."
"2844","Hayes,C.G.","Wignall,F.S."
"2845","Hayes,C.G.","Graham,R.R."
"2846","Wignall,F.S.","Graham,R.R."
"2847","Leitner,T.","Escanilla,D."
"2848","Leitner,T.","Franzen,C."
"2849","Leitner,T.","Uhlen,M."
"2850","Leitner,T.","Albert,J."
"2851","Escanilla,D.","Franzen,C."
"2852","Escanilla,D.","Uhlen,M."
"2853","Escanilla,D.","Albert,J."
"2854","Franzen,C.","Uhlen,M."
"2855","Franzen,C.","Albert,J."
"2856","Uhlen,M.","Albert,J."
"2857","Marquina,S.","Leitner,T."
"2858","Marquina,S.","Rabinovich,R.D."
"2859","Marquina,S.","Benetucci,J."
"2860","Marquina,S.","Libonatti,O."
"2861","Marquina,S.","Albert,J."
"2862","Leitner,T.","Rabinovich,R.D."
"2863","Leitner,T.","Benetucci,J."
"2864","Leitner,T.","Libonatti,O."
"2865","Leitner,T.","Albert,J."
"2866","Rabinovich,R.D.","Benetucci,J."
"2867","Rabinovich,R.D.","Libonatti,O."
"2868","Rabinovich,R.D.","Albert,J."
"2869","Benetucci,J.","Libonatti,O."
"2870","Benetucci,J.","Albert,J."
"2871","Libonatti,O.","Albert,J."
"2872","Ballagi-Pordany,A.","Lagerkvist,A."
"2873","Ballagi-Pordany,A.","Baranyi,J."
"2874","Ballagi-Pordany,A.","Landegren,U."
"2875","Ballagi-Pordany,A.","Belak,S."
"2876","Ballagi-Pordany,A.","Lomniczi,B."
"2877","Lagerkvist,A.","Baranyi,J."
"2878","Lagerkvist,A.","Landegren,U."
"2879","Lagerkvist,A.","Belak,S."
"2880","Lagerkvist,A.","Lomniczi,B."
"2881","Baranyi,J.","Landegren,U."
"2882","Baranyi,J.","Belak,S."
"2883","Baranyi,J.","Lomniczi,B."
"2884","Landegren,U.","Belak,S."
"2885","Landegren,U.","Lomniczi,B."
"2886","Belak,S.","Lomniczi,B."
"2887","Kemble,G.W.","Winter,R.E."
"2888","Kemble,G.W.","Cha,T.-A."
"2889","Kemble,G.W.","Spaete,R.R."
"2890","Winter,R.E.","Cha,T.-A."
"2891","Winter,R.E.","Spaete,R.R."
"2892","Cha,T.-A.","Spaete,R.R."
"2893","Arnberg,N.","Mei,Y.-F."
"2894","Arnberg,N.","Wadell,G."
"2895","Mei,Y.-F.","Wadell,G."
"2896","Roye,M.E.","McLaughlin,W.A."
"2897","Roye,M.E.","Maxwell,D.P."
"2898","McLaughlin,W.A.","Maxwell,D.P."
"2899","Roye,M.E.","McLaughlin,W.A."
"2900","Roye,M.E.","Maxwell,D.P."
"2901","McLaughlin,W.A.","Maxwell,D.P."
"2902","Takehisa,J.","Zekeng,L."
"2903","Takehisa,J.","Miura,T."
"2904","Takehisa,J.","Ido,E."
"2905","Takehisa,J.","Yamashita,M."
"2906","Takehisa,J.","Mboudjeka,I."
"2907","Takehisa,J.","Gurtler,L.G."
"2908","Takehisa,J.","Hayami,M."
"2909","Takehisa,J.","Kaptue,L."
"2910","Zekeng,L.","Miura,T."
"2911","Zekeng,L.","Ido,E."
"2912","Zekeng,L.","Yamashita,M."
"2913","Zekeng,L.","Mboudjeka,I."
"2914","Zekeng,L.","Gurtler,L.G."
"2915","Zekeng,L.","Hayami,M."
"2916","Zekeng,L.","Kaptue,L."
"2917","Miura,T.","Ido,E."
"2918","Miura,T.","Yamashita,M."
"2919","Miura,T.","Mboudjeka,I."
"2920","Miura,T.","Gurtler,L.G."
"2921","Miura,T.","Hayami,M."
"2922","Miura,T.","Kaptue,L."
"2923","Ido,E.","Yamashita,M."
"2924","Ido,E.","Mboudjeka,I."
"2925","Ido,E.","Gurtler,L.G."
"2926","Ido,E.","Hayami,M."
"2927","Ido,E.","Kaptue,L."
"2928","Yamashita,M.","Mboudjeka,I."
"2929","Yamashita,M.","Gurtler,L.G."
"2930","Yamashita,M.","Hayami,M."
"2931","Yamashita,M.","Kaptue,L."
"2932","Mboudjeka,I.","Gurtler,L.G."
"2933","Mboudjeka,I.","Hayami,M."
"2934","Mboudjeka,I.","Kaptue,L."
"2935","Gurtler,L.G.","Hayami,M."
"2936","Gurtler,L.G.","Kaptue,L."
"2937","Hayami,M.","Kaptue,L."
"2938","Jung,Y.T.","Park,Y.M."
"2939","Jung,Y.T.","Paik,S.Y."
"2940","Jung,Y.T.","Nakano,T."
"2941","Jung,Y.T.","Mizokami,M."
"2942","Jung,Y.T.","Choi,J.Y."
"2943","Jung,Y.T.","Byun,B.H."
"2944","Jung,Y.T.","Cho,C.H."
"2945","Jung,Y.T.","Kim,B.S."
"2946","Park,Y.M.","Paik,S.Y."
"2947","Park,Y.M.","Nakano,T."
"2948","Park,Y.M.","Mizokami,M."
"2949","Park,Y.M.","Choi,J.Y."
"2950","Park,Y.M.","Byun,B.H."
"2951","Park,Y.M.","Cho,C.H."
"2952","Park,Y.M.","Kim,B.S."
"2953","Paik,S.Y.","Nakano,T."
"2954","Paik,S.Y.","Mizokami,M."
"2955","Paik,S.Y.","Choi,J.Y."
"2956","Paik,S.Y.","Byun,B.H."
"2957","Paik,S.Y.","Cho,C.H."
"2958","Paik,S.Y.","Kim,B.S."
"2959","Nakano,T.","Mizokami,M."
"2960","Nakano,T.","Choi,J.Y."
"2961","Nakano,T.","Byun,B.H."
"2962","Nakano,T.","Cho,C.H."
"2963","Nakano,T.","Kim,B.S."
"2964","Mizokami,M.","Choi,J.Y."
"2965","Mizokami,M.","Byun,B.H."
"2966","Mizokami,M.","Cho,C.H."
"2967","Mizokami,M.","Kim,B.S."
"2968","Choi,J.Y.","Byun,B.H."
"2969","Choi,J.Y.","Cho,C.H."
"2970","Choi,J.Y.","Kim,B.S."
"2971","Byun,B.H.","Cho,C.H."
"2972","Byun,B.H.","Kim,B.S."
"2973","Cho,C.H.","Kim,B.S."
"2974","Culver,J.N.","Stubbs,G."
"2975","Wentworth,D.E.","McGregor,M.M."
"2976","Wentworth,D.E.","Hinshaw,V.S."
"2977","McGregor,M.M.","Hinshaw,V.S."
"2978","Roye,M.E.","McLaughlin,W.A."
"2979","Roye,M.E.","Maxwell,D.P."
"2980","McLaughlin,W.A.","Maxwell,D.P."
"2981","Renshaw,R.W.","Soine,C."
"2982","Renshaw,R.W.","Weinkle,T."
"2983","Renshaw,R.W.","O'Connell,P.H."
"2984","Renshaw,R.W.","Ohashi,K."
"2985","Renshaw,R.W.","Watson,S."
"2986","Renshaw,R.W.","Lucio,B."
"2987","Renshaw,R.W.","Harrington,S."
"2988","Renshaw,R.W.","Schat,K.A."
"2989","Soine,C.","Weinkle,T."
"2990","Soine,C.","O'Connell,P.H."
"2991","Soine,C.","Ohashi,K."
"2992","Soine,C.","Watson,S."
"2993","Soine,C.","Lucio,B."
"2994","Soine,C.","Harrington,S."
"2995","Soine,C.","Schat,K.A."
"2996","Weinkle,T.","O'Connell,P.H."
"2997","Weinkle,T.","Ohashi,K."
"2998","Weinkle,T.","Watson,S."
"2999","Weinkle,T.","Lucio,B."
"3000","Weinkle,T.","Harrington,S."
"3001","Weinkle,T.","Schat,K.A."
"3002","O'Connell,P.H.","Ohashi,K."
"3003","O'Connell,P.H.","Watson,S."
"3004","O'Connell,P.H.","Lucio,B."
"3005","O'Connell,P.H.","Harrington,S."
"3006","O'Connell,P.H.","Schat,K.A."
"3007","Ohashi,K.","Watson,S."
"3008","Ohashi,K.","Lucio,B."
"3009","Ohashi,K.","Harrington,S."
"3010","Ohashi,K.","Schat,K.A."
"3011","Watson,S.","Lucio,B."
"3012","Watson,S.","Harrington,S."
"3013","Watson,S.","Schat,K.A."
"3014","Lucio,B.","Harrington,S."
"3015","Lucio,B.","Schat,K.A."
"3016","Harrington,S.","Schat,K.A."
"3017","Pujol,F.H.","Khudyakov,Y.E."
"3018","Pujol,F.H.","Cong,M.E."
"3019","Pujol,F.H.","Blitz-Dorfman,L."
"3020","Pujol,F.H.","Loureiro,C.L."
"3021","Pujol,F.H.","Capriles,F."
"3022","Pujol,F.H.","Beker,S."
"3023","Pujol,F.H.","Liprandi,F."
"3024","Pujol,F.H.","Fields,H.A."
"3025","Khudyakov,Y.E.","Cong,M.E."
"3026","Khudyakov,Y.E.","Blitz-Dorfman,L."
"3027","Khudyakov,Y.E.","Loureiro,C.L."
"3028","Khudyakov,Y.E.","Capriles,F."
"3029","Khudyakov,Y.E.","Beker,S."
"3030","Khudyakov,Y.E.","Liprandi,F."
"3031","Khudyakov,Y.E.","Fields,H.A."
"3032","Cong,M.E.","Blitz-Dorfman,L."
"3033","Cong,M.E.","Loureiro,C.L."
"3034","Cong,M.E.","Capriles,F."
"3035","Cong,M.E.","Beker,S."
"3036","Cong,M.E.","Liprandi,F."
"3037","Cong,M.E.","Fields,H.A."
"3038","Blitz-Dorfman,L.","Loureiro,C.L."
"3039","Blitz-Dorfman,L.","Capriles,F."
"3040","Blitz-Dorfman,L.","Beker,S."
"3041","Blitz-Dorfman,L.","Liprandi,F."
"3042","Blitz-Dorfman,L.","Fields,H.A."
"3043","Loureiro,C.L.","Capriles,F."
"3044","Loureiro,C.L.","Beker,S."
"3045","Loureiro,C.L.","Liprandi,F."
"3046","Loureiro,C.L.","Fields,H.A."
"3047","Capriles,F.","Beker,S."
"3048","Capriles,F.","Liprandi,F."
"3049","Capriles,F.","Fields,H.A."
"3050","Beker,S.","Liprandi,F."
"3051","Beker,S.","Fields,H.A."
"3052","Liprandi,F.","Fields,H.A."
"3053","Leitner,T.","Korovina,G."
"3054","Leitner,T.","Marquina,A."
"3055","Leitner,T.","Smolskaya,T."
"3056","Leitner,T.","Albert,J."
"3057","Korovina,G.","Marquina,A."
"3058","Korovina,G.","Smolskaya,T."
"3059","Korovina,G.","Albert,J."
"3060","Marquina,A.","Smolskaya,T."
"3061","Marquina,A.","Albert,J."
"3062","Smolskaya,T.","Albert,J."
"3063","Roye,M.E.","McLaughlin,W.A."
"3064","Roye,M.E.","Maxwell,D.P."
"3065","McLaughlin,W.A.","Maxwell,D.P."
"3066","Takehisa,J.","Zekeng,L."
"3067","Takehisa,J.","Miura,T."
"3068","Takehisa,J.","Ido,E."
"3069","Takehisa,J.","Yamashita,M."
"3070","Takehisa,J.","Mboudjeka,I."
"3071","Takehisa,J.","Gurtler,L.G."
"3072","Takehisa,J.","Hayami,M."
"3073","Takehisa,J.","Kaptue,L."
"3074","Zekeng,L.","Miura,T."
"3075","Zekeng,L.","Ido,E."
"3076","Zekeng,L.","Yamashita,M."
"3077","Zekeng,L.","Mboudjeka,I."
"3078","Zekeng,L.","Gurtler,L.G."
"3079","Zekeng,L.","Hayami,M."
"3080","Zekeng,L.","Kaptue,L."
"3081","Miura,T.","Ido,E."
"3082","Miura,T.","Yamashita,M."
"3083","Miura,T.","Mboudjeka,I."
"3084","Miura,T.","Gurtler,L.G."
"3085","Miura,T.","Hayami,M."
"3086","Miura,T.","Kaptue,L."
"3087","Ido,E.","Yamashita,M."
"3088","Ido,E.","Mboudjeka,I."
"3089","Ido,E.","Gurtler,L.G."
"3090","Ido,E.","Hayami,M."
"3091","Ido,E.","Kaptue,L."
"3092","Yamashita,M.","Mboudjeka,I."
"3093","Yamashita,M.","Gurtler,L.G."
"3094","Yamashita,M.","Hayami,M."
"3095","Yamashita,M.","Kaptue,L."
"3096","Mboudjeka,I.","Gurtler,L.G."
"3097","Mboudjeka,I.","Hayami,M."
"3098","Mboudjeka,I.","Kaptue,L."
"3099","Gurtler,L.G.","Hayami,M."
"3100","Gurtler,L.G.","Kaptue,L."
"3101","Hayami,M.","Kaptue,L."
"3102","Carter,K.L.","Roizman,B."
"3103","Goto,C.","Maeda,S."
"3104","Ridpath,J.F.","Bolin,S.R."
"3105","Ridpath,J.F.","Huntley,J.F."
"3106","Bolin,S.R.","Huntley,J.F."
"3107","Liitsola,K.","Laukkanen,T."
"3108","Liitsola,K.","Salminen,M."
"3109","Laukkanen,T.","Salminen,M."
"3110","Zou,S.","Prud'homme,I."
"3111","Zou,S.","Weber,J.M."
"3112","Prud'homme,I.","Weber,J.M."
"3113","Roye,M.E.","McLaughlin,W.A."
"3114","Roye,M.E.","Maxwell,D.P."
"3115","McLaughlin,W.A.","Maxwell,D.P."
"3116","Ghiringhelli,P.D.","Albarino,C.A."
"3117","Ghiringhelli,P.D.","Romanowski,V."
"3118","Albarino,C.A.","Romanowski,V."
"3119","Ghabrial,S.A.","Di,R."
"3120","Tarassishin,L.","Szawlowski,P.W.S."
"3121","Tarassishin,L.","Mclay,J."
"3122","Tarassishin,L.","Russell,W.C."
"3123","Szawlowski,P.W.S.","Mclay,J."
"3124","Szawlowski,P.W.S.","Russell,W.C."
"3125","Mclay,J.","Russell,W.C."
"3126","Henrickson,K.J.","Savatski,L.L."
"3127","Poloumienko,A.","Krell,P.J."
"3128","Graf,M.","Shao,Y."
"3129","Graf,M.","Seidl,T."
"3130","Graf,M.","Koestler,J."
"3131","Graf,M.","Wolf,H."
"3132","Graf,M.","Wagner,R."
"3133","Shao,Y.","Seidl,T."
"3134","Shao,Y.","Koestler,J."
"3135","Shao,Y.","Wolf,H."
"3136","Shao,Y.","Wagner,R."
"3137","Seidl,T.","Koestler,J."
"3138","Seidl,T.","Wolf,H."
"3139","Seidl,T.","Wagner,R."
"3140","Koestler,J.","Wolf,H."
"3141","Koestler,J.","Wagner,R."
"3142","Wolf,H.","Wagner,R."
"3143","Golovkina,T.V.","Piazzon,I."
"3144","Golovkina,T.V.","Ross,S.R."
"3145","Piazzon,I.","Ross,S.R."
